title,avg_rating,voted_by,genre,history,art_and_architecture,nature,adventure,entertainment,health_and_lifestyle,food,industries,religious,latitude,longitude
Flyzone Adventure,5,22,['Parasailing & Paragliding'],False,False,False,True,False,False,False,False,False,,
Trekking Encounters Nepal - Day Tours,5,16,"['Cultural Tours', 'Historical & Heritage Tours']",False,True,False,False,False,False,False,False,True,,
Hill's Way Treks,5,9,"['Private Tours', 'Day Trips']",False,False,True,False,False,False,False,False,False,,
Spa Prana,5,17,['Spas'],False,False,False,False,False,True,False,False,False,,
Walkabout International,5,9,"['Safaris', 'Climbing Tours']",False,False,True,True,False,False,False,False,False,,
Lakeside Paragliding,4.5,25,['Parasailing & Paragliding'],False,False,False,True,False,False,False,False,False,,
Kathmandu Sport Climbing Center,5,10,"['Playgrounds', 'Game & Entertainment Centers']",False,False,False,False,True,False,False,False,False,,
Ace Heritage Nepal  Private Day Tour,5,16,"['Cultural Tours', 'Nature & Wildlife Tours']",False,True,False,False,False,False,False,False,True,,
Rustic Himalayan Adventure,5,11,"['River Rafting & Tubing', 'Bike Tours']",False,False,False,True,False,False,False,False,False,,
Shiva Treks and Expeditions,5,9,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False,,
Kathmandu Center Of Healing,5,10,['Yoga & Pilates'],False,False,False,False,False,True,False,False,False,,
Beauty Spa Hub,4.5,33,['Spas'],False,False,False,False,False,True,False,False,False,,
Nepal Mountain Lovers Treks and Expedition (P) Ltd Day Tours,5,26,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False,,
Explore Dream Nepal Tours,5,8,"['Multi-day Tours', '4WD, ATV & Off-Road Tours']",True,False,False,False,False,False,False,False,False,,
Adventure World Club,5,9,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
White Lotus Adventure,5,10,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Nepal Travel Advisor - Lumbini,5,8,"['Multi-day Tours', '4WD, ATV & Off-Road Tours']",True,False,False,False,False,False,False,False,False,,
World Heritage Treks - Private Day Tours,5,18,['Historical & Heritage Tours'],True,True,False,False,False,False,False,False,False,,
Amrit Treks and Expedition,5,42,"['Multi-day Tours', 'Eco Tours']",True,False,False,False,False,False,False,False,False,,
Nepal Adventure Point,5,12,"['Helicopter Tours', 'Hiking & Camping Tours']",False,False,True,True,False,False,False,False,False,,
Kingfisher Adventure & Treks,5,8,"['4WD, ATV & Off-Road Tours', 'Bike Tours']",False,False,False,True,False,False,False,False,False,,
Himalayan Adventure Intl Treks & Expedition,5,16,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False,,
Book Cab Now,4.5,13,['Taxis & Shuttles'],False,False,False,False,False,False,False,False,False,,
Adventure Gaurishankar - Day Tours,5,14,"['River Rafting & Tubing', 'Bike Tours']",False,False,False,True,False,False,False,False,False,,
Yala Mandala Cafe,4.5,14,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False,,
Friendship Trekking Pvt Ltd,5,23,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Alpine Kailash Trek,4.5,14,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Alpine Journeys Treks & Expedition - Private Day Tours,5,11,"['Hiking & Camping Tours', 'Private Tours']",False,False,False,True,False,False,False,False,False,,
Himalayan Vacation Treks & Expedition Pvt Ltd,5,35,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False,,
Trek and Climb Adventure,5,9,"['4WD, ATV & Off-Road Tours', 'Climbing Tours']",False,False,False,True,False,False,False,False,False,,
Guidea Treks & Expedition - Day Tours,4.5,17,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False,,
Discover Altitude,5,7,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Nepal Holiday Treks and Tours,5,30,"['Historical & Heritage Tours', 'Eco Tours']",True,True,False,False,False,False,False,False,False,,
Boss Adventure,5,9,"['Cultural Tours', 'Climbing Tours']",False,True,False,False,False,False,False,False,True,,
Keep Walking Nepal Treks and Expeditions,5,23,['Climbing Tours'],False,False,True,True,False,False,False,False,False,,
Green Hiker Treks Chisapani Private Day Trip,5,17,"['Hiking & Camping Tours', 'Kayaking & Canoeing']",False,False,False,True,False,False,False,False,False,,
Jatra Travels,5,9,"['4WD, ATV & Off-Road Tours', 'Helicopter Tours']",False,False,False,True,False,False,False,False,False,,
Miteri Nepal International Trekking,5,10,"['Cultural Tours', 'Walking Tours']",False,True,False,False,False,False,False,False,True,,
Dream Himalaya Adventures Pvt Ltd,5,8,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Himalayan Icefall Trekking,5,9,"['Multi-day Tours', 'River Rafting & Tubing']",True,False,False,False,False,False,False,False,False,,
House of Cashmere NTA,5,12,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False,,
Himalayan Nirvana spa,5,8,['Adrenaline & Extreme Tours'],False,False,True,True,False,False,False,False,False,,
Explore Vacation Pvt Ltd,5,8,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Nepal Mountain Bike Tours,4.5,21,"['Bike Tours', 'Gear Rentals']",False,False,False,True,False,False,False,False,False,,
Upper Mustang Treks & Expedition,5,9,"['City Tours', 'Historical & Heritage Tours']",True,True,False,False,True,False,False,False,False,,
Mega Mount Trekking & Expedition,5,27,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False,,
Bike Hub,5,9,['Bike Tours'],False,False,False,True,False,False,False,False,False,,
Beside The Himalayan Treks,5,20,"['Cultural Tours', 'Hiking & Camping Tours']",False,True,False,False,False,False,False,False,True,,
Buddha Treks Group,4.5,34,"['Walking Tours', 'Sightseeing Tours']",False,False,False,False,False,False,False,False,False,,
Extreme River Rafting Private Day Tours,5,16,['River Rafting & Tubing'],False,False,False,True,False,False,False,False,False,,
Om Handicrafts,4.5,22,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False,,
Nepal Female Trek - Day Tours,5,15,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False,,
Great Panorama Treks & Expedition,5,39,"['Multi-day Tours', 'Walking Tours']",True,False,False,False,False,False,False,False,False,,
Nepalese Trekking,5,12,['River Rafting & Tubing'],False,False,False,True,False,False,False,False,False,,
Mountain Miracle Treks and Expedition Pvt Ltd,5,10,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Adam Tours & Travels,5,12,['Day Trips'],False,False,False,False,False,False,False,False,False,,
Peregrine Treks and Tours,5,27,"['Helicopter Tours', 'Adrenaline & Extreme Tours']",False,False,True,True,False,False,False,False,False,,
Salvation Travel,5,9,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Travel With Me Nepal,5,8,"['4WD, ATV & Off-Road Tours', 'Walking Tours']",False,False,False,True,False,False,False,False,False,,
Nepal Trail Finder Treks & Expedition,5,9,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False,,
Adventure Tansen Trek,5,10,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Evergreen Yoga Studio Chitwan,5,16,['Yoga & Pilates'],False,False,False,False,False,True,False,False,False,,
Explore Himalayan,5,10,"['Multi-day Tours', 'Helicopter Tours']",True,False,False,False,False,False,False,False,False,,
Mustang Mountainbikes,4,33,['Gear Rentals'],False,False,False,True,False,False,False,False,False,,
Skywalk Paragliding,5,11,['Parasailing & Paragliding'],False,False,False,True,False,False,False,False,False,,
All Trekker's Team,5,10,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False,,
Rainbow Adventure Treks & Tours,4.5,10,"['Multi-day Tours', 'River Rafting & Tubing']",True,False,False,False,False,False,False,False,False,,
Explore Pokhara Holiday Adventure,5,7,"['Multi-day Tours', '4WD, ATV & Off-Road Tours']",True,False,False,False,False,False,False,False,False,,
Himalaya Walking Tours and Travels,5,8,"['Historical & Heritage Tours', 'Climbing Tours']",True,True,False,False,False,False,False,False,False,,
Silent Yoga Retreat,5,10,['Yoga & Pilates'],False,False,False,False,False,True,False,False,False,,
Ktenzing Adventure,5,20,"['Climbing Tours', 'Sightseeing Tours']",False,False,True,True,False,False,False,False,False,,
Off The Beaten Path Trek,5,6,['Hiking Trails'],False,False,True,True,False,False,False,False,False,,
Footloose in the Himalaya Pvt Ltd,5,10,"['City Tours', 'River Rafting & Tubing']",True,True,False,False,True,False,False,False,False,,
Apex Himalaya Treks & Expedition,5,8,"['Multi-day Tours', 'Sightseeing Tours']",True,False,False,False,False,False,False,False,False,,
Sotai & Kai Therapy Centre,5,17,['Spas'],False,False,False,False,False,True,False,False,False,,
Nature Expedition Tours,5,8,"['Multi-day Tours', '4WD, ATV & Off-Road Tours']",True,False,False,False,False,False,False,False,False,,
Base Camp Excursion,5,20,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False,,
Travel to Himalayas Pvt Ltd Nepal, The best operator,5,8,"['Multi-day Tours', 'Canyoning & Rappelling Tours']",True,False,False,False,False,False,False,False,False,
"Red Rose Travel, Tours and Treks PLtd",5,35,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Travel Max Guide - TMG Adventure,5,20,"['Multi-day Tours', 'Historical & Heritage Tours']",True,False,False,False,False,False,False,False,False,,
Yala Adventure Pvt Ltd,5,7,"['Multi-day Tours', 'Canyoning & Rappelling Tours']",True,False,False,False,False,False,False,False,False,,
Nepal Wonders Treks,5,9,"['Hiking Trails', 'Hiking & Camping Tours']",False,False,True,True,False,False,False,False,False,,
Cultural Treks & Expedition,4.5,15,['Cultural Tours'],False,True,False,False,False,False,False,False,True,,
Khumbu Adventures,5,10,"['Cultural Tours', 'Historical & Heritage Tours']",False,True,False,False,False,False,False,False,True,,
Trail Blazer Travels & Tour P Ltd,5,11,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False,,
Pranamaya Yoga,4.5,14,['Yoga & Pilates'],False,False,False,False,False,True,False,False,False,,
Namaste Treks,5,10,"['Helicopter Tours', 'Sightseeing Tours']",False,False,True,True,False,False,False,False,False,,
Everest Tour Nepal Treks & Expedition Pvt Ltd,5,6,"['Multi-day Tours', '4WD, ATV & Off-Road Tours']",True,False,False,False,False,False,False,False,False,,
Nepalese Pashmina & Cashmere Shop,5,8,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False,,
Crimson Nepal Adventure,5,10,['Cultural Tours'],False,True,False,False,False,False,False,False,True,,
Go Trek Nepal Day Tour,5,8,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Himalayan Ski Trek,5,10,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False,,
Nepal Mountain Company Pvt Ltd,5,7,['Day Trips'],False,False,False,False,False,False,False,False,False,,
Himalayan Challenge Treks,5,8,"['Multi-day Tours', 'River Rafting & Tubing']",True,False,False,False,False,False,False,False,False,,
Traveller’s Eco Tours,5,7,"['Safaris', 'Bike Tours']",False,False,True,True,False,False,False,False,False,,
Himal Tourism PvtLtd,5,7,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False,,
Trexmount Ventures,5,28,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Mountain Routes,5,7,"['Adrenaline & Extreme Tours', 'Hiking & Camping Tours']",False,False,True,True,False,False,False,False,False,,
Everest Extreme Adventure,5,7,['Private Tours'],False,False,True,False,False,False,False,False,False,,
Friday Travel Nepal,5,7,"['Multi-day Tours', 'Private Tours']",True,False,False,False,False,False,False,False,False,,
Blue Lake Travels And Tours Pvt Ltd,5,20,"['Sightseeing Tours', 'Nature & Wildlife Tours']",False,True,True,True,False,False,False,False,False,,
Chitwan Jungle Safari,4.5,17,"['Safaris', 'Nature & Wildlife Tours']",False,False,True,True,False,False,False,False,False,,
Hidden Journeys Private Day Tours,5,13,['Private Tours'],False,False,True,False,False,False,False,False,False,,
Cheap Trip Nepal and Himalaya Adventure Group,5,8,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Best Treks In Nepal -  Nepal Tour Packages : Best Treks Ghorepani Poon Hill Trek,5,7,"['Multi-day Tours', 'Safaris']",True,False,False,False,False,False,False,False,False,,
Hello Travels,5,8,"['Helicopter Tours', 'Historical & Heritage Tours']",False,False,True,True,False,False,False,False,False,,
Liquid Bar Namche,5,32,['Bars & Clubs'],False,False,False,False,True,False,False,False,False,,
Adventure Mountain Treks and Expedition (P) Ltd,5,8,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Neeru's Spa at Shivapuri Heights Cottage,5,16,['Spas'],False,False,False,False,False,True,False,False,False,,
Mountain Hawk Aero Sports Club,4.5,20,['Sightseeing Tours'],False,True,True,True,False,False,False,False,False,,
HImalayan Glow Treks & Expedition,5,9,"['Cultural Tours', 'Sightseeing Tours']",False,True,False,False,False,False,False,False,True,,
Adventure Kora,5,7,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False,,
Peaches The Wax Bar,5,7,['Spas'],False,False,False,False,False,True,False,False,False,,
Mountain Hiking and Trekking - Day Tours,5,10,"['Cultural Tours', 'Hiking & Camping Tours']",False,True,False,False,False,False,False,False,True,,
San Trekking Nepal,5,7,"['Multi-day Tours', 'Helicopter Tours']",True,False,False,False,False,False,False,False,False,,
Shambhala Trekking,5,21,"['Adrenaline & Extreme Tours', 'Historical & Heritage Tours']",False,False,True,True,False,False,False,False,False,,
Duke Nepal Adventure,5,16,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Plan Holidays Travel and Tours (P) Ltd,5,7,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Advent Himalaya Treks,5,15,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False,,
Twin Peaks Treks & Travels,5,7,"['Cultural Tours', 'Sightseeing Tours']",False,True,False,False,False,False,False,False,True,,
Himalayan Destinations,5,8,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Himalayan Discovery Trek,5,15,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False,,
Saribung Adventure - Day Tour,5,11,"['Cultural Tours', 'Historical & Heritage Tours']",False,True,False,False,False,False,False,False,True,,
New Treasure Art,5,13,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False,,
International Sherpa Adventure Private Day Tours,5,17,['Private Tours'],False,False,True,False,False,False,False,False,False,,
Baber Mahal Revisited,4.5,13,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False,,
Global International Travel,5,9,"['Parasailing & Paragliding', 'City Tours']",False,False,False,True,False,False,False,False,False,,
Oasis Spa And Beauty Care,4.5,11,['Spas'],False,False,False,False,False,True,False,False,False,,
Yeti Travels - Private Day Tours,4.5,21,"['Bike Tours', 'Private Tours']",False,False,False,True,False,False,False,False,False,,
Women Empowerment Trek,5,7,"['Multi-day Tours', 'Bike Tours']",True,False,False,False,False,False,False,False,False,,
Green Society Adventure,5,19,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False,,
Nepal Music Gallery,5,7,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False,,
Northcliff Treks & Expedition,5,8,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Roof of the Himalayas,5,7,"['Multi-day Tours', 'Private Tours']",True,False,False,False,False,False,False,False,False,,
BP Scout Peak Treks and Expedition,5,15,"['Multi-day Tours', 'Adrenaline & Extreme Tours']",True,False,False,False,False,False,False,False,False,,
Nature Connection Treks & Tours,5,7,"['City Tours', 'Historical & Heritage Tours']",True,True,False,False,True,False,False,False,False,,
East and West International Tours and Travels - Private Day Tours,5,8,['Private Tours'],False,False,True,False,False,False,False,False,False,,
Mountain Expedition Nepal (MEN) - The Expedition Expert,5,6,"['Multi-day Tours', 'Adrenaline & Extreme Tours']",True,False,False,False,False,False,False,False,False,,
Water By Nature - Nepal,5,7,['River Rafting & Tubing'],False,False,False,True,False,False,False,False,False,,
Himalayan Trail Finder Adventure Center,4.5,11,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Base Camp Hike,5,11,"['Multi-day Tours', 'Sightseeing Tours']",True,False,False,False,False,False,False,False,False,,
Protrek Adventure,5,6,"['Multi-day Tours', 'Adrenaline & Extreme Tours']",True,False,False,False,False,False,False,False,False,,
Vintage Travels & Tours,5,13,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Far Out Nepal,5,11,"['City Tours', 'Bike Tours']",True,True,False,False,True,False,False,False,False,,
Yoga With Chintamani,4.5,18,['Yoga & Pilates'],False,False,False,False,False,True,False,False,False,,
Eco Holidays Asia,5,13,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Crusade Himalaya,5,7,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False,,
8000 Expeditions,5,14,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False,,
Fishtail Tours & Travels,5,18,"['River Rafting & Tubing', 'Cultural Tours']",False,False,False,True,False,False,False,False,False,,
Cycle Tours & Travel,5,7,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Mountain Flyers Paragliding,4.5,15,['Parasailing & Paragliding'],False,False,False,True,False,False,False,False,False,,
Yatri Spa,5,8,['Spas'],False,False,False,False,False,True,False,False,False,,
Annapurna Trekking Agency,5,6,"['Multi-day Tours', 'Canyoning & Rappelling Tours']",True,False,False,False,False,False,False,False,False,,
Adventure Mountain Nest,5,8,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False,,
Tour Guide In Nepal - Sauraha,5,7,"['Multi-day Tours', '4WD, ATV & Off-Road Tours']",True,False,False,False,False,False,False,False,False,,
Pia,5,7,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False,,
Best Nepal Trekking,5,14,"['Cultural Tours', 'Walking Tours']",False,True,False,False,False,False,False,False,True,,
Himalayan Vision Treks,5,9,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Pampering Day Spa,4.5,17,['Spas'],False,False,False,False,False,True,False,False,False,,
Golden Nepal Trek & Expedition,4.5,8,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
My Nepal Treks and Expedition Pvt Ltd - Private Day Tours,5,13,"['Hiking & Camping Tours', 'Private Tours']",False,False,False,True,False,False,False,False,False,,
Flying Munky Airventures,4.5,14,['Parasailing & Paragliding'],False,False,False,True,False,False,False,False,False,,
Mountain Guide Trek & Expedition,5,8,"['River Rafting & Tubing', 'Adrenaline & Extreme Tours']",False,False,False,True,False,False,False,False,False,,
Patasi Cashmere,5,6,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False,,
Nature Heaven Treks and Expedition,5,6,"['Multi-day Tours', 'Day Trips']",True,False,False,False,False,False,False,False,False,,
Tranquility Spa - Soaltee Crowne Plaza,5,6,"['Sports Camps & Clinics', 'Day Trips']",False,False,False,True,False,True,False,False,False,,
Adventure International Trekking,5,6,"['Multi-day Tours', 'Private Tours']",True,False,False,False,False,False,False,False,False,,
Dhukuti,4.5,11,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False,,
Nomadic Nepal,5,6,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False,,
Solace Adventure Pltd,5,5,['Private Tours'],False,False,True,False,False,False,False,False,False,,
Fishtail Nepal Paragliding,5,6,"['Parasailing & Paragliding', 'Helicopter Tours']",False,False,False,True,False,False,False,False,False,,
Poonhill Treks & Expedition,5,13,"['Parasailing & Paragliding', 'Multi-day Tours']",False,False,False,True,False,False,False,False,False,,
Ridge Trail Trekking Pvt Ltd,5,8,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Holy Mountain Treks,5,19,"['Multi-day Tours', 'Walking Tours']",True,False,False,False,False,False,False,False,False,,
Himalayan connection,5,5,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Om Singing Bowls & Healing hub,5,18,['Lessons & Workshops'],False,False,False,False,False,False,False,True,False,,
High Five Adventures,4.5,7,"['Multi-day Tours', '4WD, ATV & Off-Road Tours']",True,False,False,False,False,False,False,False,False,,
Himalayan Yogi Adventure,5,36,"['Hiking & Camping Tours', 'Nature & Wildlife Tours']",False,False,False,True,False,False,False,False,False,,
Tailored Treks and Expeditions,5,8,"['Climbing Tours', 'Hiking & Camping Tours']",False,False,True,True,False,False,False,False,False,,
Apsana International Treks and Expedition Private Limited,5,8,"['Multi-day Tours', 'Bike Tours']",True,False,False,False,False,False,False,False,False,,
Swami Narayan Travels Pvt Ltd,5,7,"['Multi-day Tours', 'Day Trips']",True,False,False,False,False,False,False,False,False,,
Himalayan Snow Treks and Expedition,5,7,"['Multi-day Tours', 'Adrenaline & Extreme Tours']",True,False,False,False,False,False,False,False,False,,
Travelsmith Nepal,5,8,"['City Tours', 'Water Sports']",True,True,False,False,True,False,False,False,False,,
Adventure Mountain Club,5,23,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False,,
Bespoken Himalayan Treks,5,6,"['Multi-day Tours', 'River Rafting & Tubing']",True,False,False,False,False,False,False,False,False,,
Bikemandu,4.5,8,"['Multi-day Tours', '4WD, ATV & Off-Road Tours']",True,False,False,False,False,False,False,False,False,,
Pressure Points Spa,5,7,['Spas'],False,False,False,False,False,True,False,False,False,,
Himalayan Nomad Treks,5,5,"['Sightseeing Tours', 'Hiking & Camping Tours']",False,True,True,True,False,False,False,False,False,,
Wanderlust Yoga,5,7,"['Multi-day Tours', 'Sightseeing Tours']",True,False,False,False,False,False,False,False,False,,
Makalu Arun Social Trek,4.5,10,"['Hiking & Camping Tours', 'Private Tours']",False,False,False,True,False,False,False,False,False,,
Nepal Glory Treks,5,6,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False,,
Family Adventure Treks and Expedition - Private Day Tours,5,54,"['Hiking & Camping Tours', 'Private Tours']",False,False,False,True,False,False,False,False,False,,
Himalayan Treks,5,7,"['Cultural Tours', 'Sightseeing Tours']",False,True,False,False,False,False,False,False,True,,
Gyan Mandala,5,6,['Yoga & Pilates'],False,False,False,False,False,True,False,False,False,,
Outdoor Compass Trekking Shop,5,6,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False,,
Om Holidays Tour and Trek Private Limited,5,6,"['Multi-day Tours', 'Walking Tours']",True,False,False,False,False,False,False,False,False,,
New Barber Shop,5,6,['Spas'],False,False,False,False,False,True,False,False,False,,
Mission Nepal Holidays - Day Tours,5,44,"['Cultural Tours', '4WD, ATV & Off-Road Tours']",False,True,False,False,False,False,False,False,True,,
Holistic Health Yoga Studio,5,7,['Yoga & Pilates'],False,False,False,False,False,True,False,False,False,,
Altimate Himalaya,5,7,"['Multi-day Tours', 'River Rafting & Tubing']",True,False,False,False,False,False,False,False,False,,
Himalayan Eco-Culture Treks & Research Expeditions,5,6,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False,,
Saraswoti Yoga,5,7,['Yoga & Pilates'],False,False,False,False,False,True,False,False,False,,
Smiling Buddah Trekking & Cultural Tours,5,8,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False,,
Sunapati Thanka Painting School,5,7,['Paint & Pottery Studios'],True,True,False,False,False,False,False,False,False,,
Nepal Yetiraj Treks,5,7,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False,,
Trail Himalaya,5,7,"['Multi-day Tours', 'Historical & Heritage Tours']",True,False,False,False,False,False,False,False,False,,
Asian Mystery Treks - Private Day Tours,5,12,"['Hiking & Camping Tours', 'Private Tours']",False,False,False,True,False,False,False,False,False,,
Mahaguthi Craft With Conscience,5,7,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False,,
Nepal Trekking Lover,5,5,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Z Store,5,9,['Bars & Clubs'],False,False,False,False,True,False,False,False,False,,
Golden Gate Holidays Travels & Treks,5,12,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Base Camp,4.5,10,['Bars & Clubs'],False,False,False,False,True,False,False,False,False,,
Happy Holiday Treks and Expedition,5,7,['Air Tours'],False,False,True,False,False,False,False,False,False,,
Prabhu Helicopter,5,12,"['Helicopter Tours', 'Sightseeing Tours']",False,False,True,True,False,False,False,False,False,,
Himalayan Yoga Academy,5,5,['Lessons & Workshops'],False,False,False,False,False,False,False,True,False,,
Mount Adventure Holidays,5,33,"['Multi-day Tours', 'Bike Tours']",True,False,False,False,False,False,False,False,False,,
Everest Base Camp Helicopter Tour,5,6,['Helicopter Tours'],False,False,True,True,False,False,False,False,False,,
Wellness Organic Club - Spa,4.5,11,['Spas'],False,False,False,False,False,True,False,False,False,,
Himalaya Kailash Travels & Tours,5,6,"['Cultural Tours', 'Helicopter Tours']",False,True,False,False,False,False,False,False,True,,
Skyline Treks and Expedition Pvt Ltd Day Tours,5,116,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False,,
Shankarapur Paragliding,5,14,['Parasailing & Paragliding'],False,False,False,True,False,False,False,False,False,,
Hole in the Wall,5,7,['Bars & Clubs'],False,False,False,False,True,False,False,False,False,,
The Trekking Time,5,5,"['Multi-day Tours', 'River Rafting & Tubing']",True,False,False,False,False,False,False,False,False,,
Trek Leader Expeditions - Day Tours,4.5,10,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False,,
Adventure Mountain Express,4.5,21,"['Cultural Tours', 'Day Trips']",False,True,False,False,False,False,False,False,True,,
Helping Hand Handicrafts,4.5,7,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False,,
First Himalayan,5,7,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False,,
Emerging Nepal Trek - Kathmandu Day Tour,5,17,['Private Tours'],False,False,True,False,False,False,False,False,False,,
Great Nepal Travels - Kirtipur City Sightseeing Tour,5,16,['City Tours'],True,True,False,False,True,False,False,False,False,,
Soulful Nepal Holidays Pvt Ltd,5,5,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Tripdeal365,5,6,"['Multi-day Tours', 'Safaris']",True,False,False,False,False,False,False,False,False,,
Heavenly spa,4.5,7,['Spas'],False,False,False,False,False,True,False,False,False,,
Namaste Treks And Expeditions Pvt Ltd,5,5,"['Multi-day Tours', 'Safaris']",True,False,False,False,False,False,False,False,False,,
"Dilmaya Treks & Expedition Pvt Ltd, Private Tours",4.5,6,"['Private Tours', 'Day Trips']",False,False,True,False,False,False,False,False,False,,
Himalayan Circuit,5,11,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
AY Adventure Treks & Expedition,5,8,"['Parasailing & Paragliding', 'Adrenaline & Extreme Tours']",False,False,False,True,False,False,False,False,False,,
Nepal Inside Out Treks & Tours,5,5,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Nepal Glacier Treks & Expedition,5,6,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Upper Mustang Trekking,5,5,"['Cultural Tours', 'Hiking & Camping Tours']",False,True,False,False,False,False,False,False,True,,
Everest View Treks And Expedition,5,5,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False,,
